"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","Y1","Y2"
"16",2.09,6,3735.67,1386.74,6790.89,30.04,30.04,520.73,288,561.89,1.24,1,6.66,1.02,0,0.15,0.978954143136285,0.985531634970663
"17",9.3,27,72778.58,3560.43,9777.91,645.05,645.05,1081.88,288,781.1,4.49,1,22.36,1.05,89.35,1.77,0.963933926468407,0.994742542424694
"18",9.3,27,72757.94,3560.37,9727.01,645,645,1057.71,288,771.41,4.55,1,22.99,1.05,88.3,1.75,1.00011324439334,0.981308695655155
"19",9.3,27,72777.25,3560.42,9783.11,644.98,644.98,1090.5,288,783.6,4.49,1,22.38,1.05,90.03,1.78,0.957352786588686,0.993892604044574
"20",3.14,9,8376.89,1386.75,7076.64,60.33,60.33,583,288,579.49,1.39,1,7.5,1.02,12.19,0.24,0.979831132271885,0.987862938967719
"21",2.09,6,2853.03,1362.84,6831.22,25.62,25.62,502.02,288,559.28,1.2,1,6.42,1.02,10.46,0.13,0.966018719471208,0.990652526696711
"22",2.09,6,5898.56,1350.01,6835.75,23.4,23.4,603.9,288,575.2,1.29,1,7,1.02,22.26,0.26,0.950342973383281,0.987143666314595
"23",9.3,27,72778.89,3560.41,9765.8,645.02,645.02,1062.85,288,775.45,4.5,1,22.35,1.05,87.85,1.74,0.979104336674103,0.997033773209263
"24",1.14,3,5914.32,1396.76,6703.66,10.21,10.21,596.73,288,567.73,1.3,1,6.95,1.02,0,0.25,0.98325141409905,1.00299695764133
"25",7.15,21,38994.99,2678.07,9124.79,332.35,332.35,820.1,288,688.18,2.98,1,15.54,1.04,43.67,0.87,0.980936882475877,0.99151958308518
"26",9.3,27,72763.28,3560.38,9740,644.71,644.71,1064.63,288,773.96,4.54,1,22.85,1.05,88.67,1.76,0.990250491959051,0.985099915513289
"27",7.15,21,38982.38,2678.09,9136.6,332.11,332.11,817.72,288,690.35,2.96,1,15.31,1.04,43.26,0.86,0.966036248890813,1.00194344482711
"28",3.14,9,8377.67,1386.75,7089.18,60.33,60.33,589.41,288,581.85,1.39,1,7.52,1.02,12.44,0.25,0.970564995211616,0.985379023940957
"29",1.14,3,3903.33,1414.09,6708.93,11.24,11.24,540.63,288,560,1.24,1,6.61,1.02,0,0.18,0.982879887089239,0.997029354164515
"30",7.15,21,39007.55,2678.01,9116.11,332.37,332.37,818.41,288,685.6,2.99,1,15.68,1.04,43.74,0.87,0.993757099773552,0.98483035214172
"31",4.16,12,14719.62,1547.46,7744.14,113.76,113.76,627.47,288,602.55,1.66,1,8.87,1.02,16.61,0.33,0.988380603238008,0.994452871239987
"32",1.14,3,5741.71,1401.35,6717.94,10.55,10.55,600.88,288,570.23,1.3,1,6.96,1.02,0,0.25,0.972905317478661,0.999147479632406
"33",9.3,27,72775.21,3560.42,9773.68,645.11,645.11,1084.17,288,781.28,4.5,1,22.47,1.05,89.69,1.78,0.965135452295208,0.992753672022318
"34",8.21,24,50995.07,3087.5,9310.11,438.02,438.02,939.95,288,736.6,3.59,1,18.64,1.04,61.66,1.22,0.966335029751712,0.978738069249215
"35",9.3,27,72765.74,3560.4,9776.96,644.76,644.76,1107.47,288,787.03,4.5,1,22.73,1.05,91.81,1.82,0.952091033875295,0.982125851506043
"36",3.14,9,8376.6,1386.74,7078.22,60.33,60.33,568,288,575.04,1.39,1,7.42,1.02,11.58,0.23,0.993325862533166,0.998483376267325
"37",9.3,27,72765.76,3560.4,9766.03,645.09,645.09,1094.99,288,783.22,4.51,1,22.77,1.05,90.92,1.8,0.963331545365932,0.982185849487523
"38",8.21,24,50986.19,3087.18,9297.66,437.89,437.89,928.82,288,730.73,3.6,1,18.75,1.04,61.08,1.21,0.984935839973579,0.975277776513225
"39",3.14,9,8378.49,1386.75,7113.33,60.35,60.35,577.32,288,579.11,1.39,1,7.43,1.02,11.94,0.24,0.974855945332527,0.996403942349815
"40",9.3,27,72775.63,3560.42,9760.91,645.07,645.07,1061.24,288,774.66,4.51,1,22.42,1.05,87.82,1.74,0.982558239330118,0.99646327959617
"41",1.14,3,4172.77,1417.14,6737.96,11.56,11.56,568.71,288,568.27,1.25,1,6.74,1.02,0,0.2,0.955705016397414,0.986957198272815
"42",7.15,21,38984.24,2678.08,9133.04,332.24,332.24,829.71,288,692.94,2.96,1,15.47,1.04,44.16,0.87,0.963865587255317,0.989858986436659
"43",9.3,27,72768.95,3560.4,9747.34,644.9,644.9,1059.62,288,773.22,4.53,1,22.65,1.05,88.01,1.74,0.989864615012335,0.990839734078484
"44",9.3,27,72781.98,3560.55,9794.21,644.88,644.88,1092.38,288,785.09,4.47,1,22.18,1.05,89.9,1.78,0.950684313955005,0.998081315063654
"45",9.3,27,72766.01,3560.4,9751.04,644.8,644.8,1073.52,288,776.92,4.52,1,22.76,1.05,89.25,1.77,0.980402675942459,0.984274369008445
"46",3.14,9,8377.58,1386.75,7090.97,60.34,60.34,581.95,288,579.69,1.39,1,7.48,1.02,12.14,0.24,0.976904948198761,0.990234654012773
"47",2.09,6,2957.74,1371.02,6851.43,27.13,27.13,498.59,288,559.34,1.2,1,6.41,1.02,5.92,0.13,0.963423021878025,0.993935273618003
"48",7.15,21,39002.25,2678.04,9118.86,332.31,332.31,825.63,288,688.33,2.98,1,15.69,1.04,44.18,0.88,0.985549469116214,0.981348748583223
"49",6.18,18,29761.44,2306.83,8795.29,245.97,245.97,777.99,288,667.18,2.51,1,13.36,1.03,34.57,0.69,0.98397555004864,0.979577380120602
"50",7.15,21,39003.07,2678.05,9121.35,332.36,332.36,797.08,288,680.69,2.98,1,15.42,1.04,42.14,0.83,1.00013083531532,1.00048800173505
"51",9.3,27,72764.47,3560.4,9771.44,644.85,644.85,1103.71,288,785.7,4.5,1,22.78,1.05,91.6,1.81,0.95631052670249,0.97932826035136
"52",6.18,18,29793.53,2307.35,8829.77,246.23,246.23,780.09,288,670.78,2.5,1,13.2,1.03,34.53,0.68,0.961921056414516,0.988203842253286
"53",4.16,12,14719.53,1547.45,7729.96,113.74,113.74,642.22,288,606.05,1.66,1,8.99,1.02,17.31,0.34,0.982497483114628,0.981232469353161
"54",5.14,15,21637.25,1924.34,8502.67,175.31,175.31,715.04,288,641.82,2.08,1,11.05,1.03,25.47,0.5,0.955570682377872,0.989915327462274
"55",1.14,3,397.46,1346.88,6659.18,7.34,7.34,454.6,288,545.69,1.1,1,5.91,1.02,8.54,0.08,0.973942948340288,0.990751782819667
"56",6.18,18,29761.96,2306.84,8790.11,245.95,245.95,765.85,288,663.26,2.52,1,13.3,1.03,33.86,0.67,0.995026684264708,0.986918489553108
"57",9.3,27,72776.05,3560.41,9763.37,645.05,645.05,1065.38,288,775.87,4.51,1,22.43,1.05,88.15,1.75,0.979264557853163,0.996357399769312
"58",1.14,3,1150.1,1380.74,6681.84,9.25,9.25,466.92,288,548.27,1.13,1,6.06,1.02,0,0.09,0.977090676729889,0.994006422600972
"59",3.14,9,8373.94,1386.72,7023.22,60.29,60.29,576.22,288,575.53,1.39,1,7.53,1.02,11.95,0.24,1.00167798615722,0.986192846258898
"60",3.14,9,8374.63,1386.73,7033.3,60.31,60.31,580.83,288,577.27,1.39,1,7.54,1.02,12.13,0.24,0.994316925936928,0.984112263595456
"61",8.21,24,50994.81,3087.56,9326,437.97,437.97,928.93,288,737.95,3.56,1,18.17,1.04,60.29,1.19,0.951617909504602,0.99830487560791
"62",5.14,15,21625.09,1924.33,8467.47,175.21,175.21,691.53,288,631.52,2.09,1,11.07,1.03,24.35,0.48,0.995415943653319,0.993021714486858
"63",5.14,15,21635.54,1924.32,8492.64,175.32,175.32,725.79,288,643.82,2.08,1,11.17,1.03,26.08,0.52,0.955155141372684,0.979599585576845
"64",7.15,21,38997.42,2678.06,9122.84,332.26,332.26,820.81,288,687.91,2.98,1,15.58,1.04,43.76,0.87,0.983090734419438,0.988769373864727
"65",3.14,9,8379.96,1386.76,7137.71,60.37,60.37,585.92,288,582.56,1.39,1,7.44,1.02,12.28,0.24,0.959684589382434,0.993424713059348
"66",1.14,3,1117.49,1382.75,6743.22,9.42,9.42,466.82,288,550.23,1.13,1,6.01,1.02,0,0.09,0.962496056075657,0.999333968038166
"67",6.18,18,29787.6,2307.54,8815.15,246.16,246.16,789.04,288,672.02,2.51,1,13.34,1.03,35.14,0.7,0.965625574052861,0.980358378819929
"68",1.14,3,2926.89,1415.12,6722.74,11.39,11.39,527.44,288,561.07,1.21,1,6.49,1.02,0,0.16,0.964387871486838,0.988762294358548
"69",2.09,6,2899.89,1358.6,6837.88,24.86,24.86,505.82,288,559.93,1.2,1,6.42,1.02,12.73,0.14,0.962697798124263,0.991627597208526
"70",2.09,6,4563.86,1343.96,6783.87,22.28,22.28,571.71,288,568.96,1.25,1,6.83,1.02,23.94,0.22,0.961981222213912,0.98096434230707
"71",3.14,9,8379,1386.76,7118.47,60.35,60.35,586.06,288,581.91,1.39,1,7.46,1.02,12.29,0.24,0.964685635349869,0.991206797925716
"72",1.14,3,658.34,1367.74,6692.76,8.62,8.62,470.41,288,552.41,1.11,1,6.03,1.02,0,0.09,0.952362839528145,0.984467147012193
"73",1.14,3,1649.06,1395.41,6694.39,10.12,10.12,481.93,288,551.45,1.16,1,6.18,1.02,0,0.11,0.977645144036764,0.994775796629844
"74",5.14,15,21625.23,1924.32,8466.65,175.25,175.25,696.8,288,632.94,2.09,1,11.11,1.03,24.64,0.49,0.992350217452145,0.989450211214267
"75",5.14,15,21634.37,1924.35,8498.18,175.32,175.32,698.2,288,636.56,2.08,1,10.96,1.03,24.58,0.49,0.969749995345266,0.999465694861395
"76",4.16,12,14722.06,1547.46,7767.19,113.77,113.77,645.94,288,608.58,1.66,1,8.95,1.02,17.44,0.35,0.968176698061559,0.985046856773321
"77",6.18,18,29761.84,2306.77,8804.48,245.93,245.93,772.88,288,666.54,2.51,1,13.27,1.03,34.21,0.68,0.981278425240419,0.986362467840908
"78",3.14,9,8374.76,1386.73,7039.68,60.31,60.31,574.37,288,575.58,1.39,1,7.5,1.02,11.86,0.24,0.998516406093304,0.989656725220695
"79",6.18,18,29793.05,2307.38,8829.15,246.22,246.22,792.64,288,674.27,2.5,1,13.3,1.03,35.29,0.7,0.955206209485918,0.980510987199202
"80",6.18,18,29761.29,2306.85,8790.19,245.94,245.94,778.7,288,666.92,2.51,1,13.39,1.03,34.65,0.69,0.986586120181338,0.977183463207826
"81",7.15,21,38992.98,2678.07,9125.68,332.2,332.2,826.42,288,690.21,2.97,1,15.57,1.04,44.09,0.87,0.975625114037766,0.98606418244809
"82",1.14,3,890.88,1372.67,6679.36,8.81,8.81,464.13,288,548.56,1.12,1,6.03,1.02,0,0.08,0.972115032245982,0.99100649833439
"83",4.16,12,14724.12,1547.47,7799.86,113.8,113.8,644.83,288,609.59,1.66,1,8.89,1.02,17.35,0.34,0.958974701784015,0.990132050351961
"84",1.14,3,5264.98,1405.27,6710.23,10.74,10.74,581.74,288,566.48,1.28,1,6.87,1.02,0,0.23,0.979264483551858,0.99790912090573
"85",7.15,21,39002.71,2678.04,9119.53,332.32,332.32,816.28,288,685.81,2.98,1,15.6,1.04,43.52,0.86,0.990278868861806,0.987306379615126
"86",9.3,27,72775.58,3560.4,9756.84,644.95,644.95,1058.83,288,773.74,4.52,1,22.47,1.05,87.69,1.74,0.985776890077046,0.9967766336736
"87",2.09,6,4747.14,1344.03,6795.83,22.31,22.31,576.54,288,570.03,1.26,1,6.85,1.02,23.96,0.23,0.960332194326777,0.983706800843847
"88",6.18,18,29797.06,2307.26,8842.87,246.31,246.31,784.85,288,673.28,2.5,1,13.16,1.03,34.75,0.69,0.950953671887613,0.991201443402608
"89",2.09,6,5425.21,1394.11,6822.74,31.49,31.49,558.95,288,567.33,1.29,1,6.91,1.02,0,0.2,0.977483923128513,0.991940542952992
"90",1.14,3,6325.59,1326.28,6702.63,6.33,6.33,649.2,288,575.73,1.29,1,7.01,1.02,28.28,0.32,0.949698066162945,0.988202682068973
"91",3.14,9,8378.02,1386.75,7096.26,60.33,60.33,589.51,288,582.14,1.39,1,7.51,1.02,12.44,0.25,0.968286922318536,0.98633863944177
"92",7.15,21,38998.61,2678.06,9121.86,332.37,332.37,821.18,288,687.78,2.98,1,15.6,1.04,43.81,0.87,0.984224875787224,0.987269702825252
"93",3.14,9,8377.01,1386.75,7074.79,60.33,60.33,590.48,288,581.65,1.39,1,7.54,1.02,12.49,0.25,0.973484618732799,0.982984077060732
"94",9.3,27,72764.92,3560.4,9763.69,644.85,644.85,1092.7,288,782.5,4.51,1,22.78,1.05,90.77,1.8,0.96510642641114,0.981737962722922
"95",9.3,27,72762.99,3560.38,9747.76,644.77,644.77,1079.03,288,778.04,4.53,1,22.89,1.05,89.86,1.78,0.979128690700426,0.981095932142101
"96",9.3,27,72770.01,3560.41,9766.63,645.1,645.1,1087.13,288,781.4,4.51,1,22.65,1.05,90.16,1.79,0.967002708487739,0.987473706263316
"97",9.3,27,72769.66,3560.43,9774.31,644.85,644.85,1093.11,288,783.45,4.5,1,22.58,1.05,90.52,1.79,0.960182427312436,0.987643604072351
"98",9.3,27,72775.55,3560.4,9750.93,644.85,644.85,1049.6,288,771,4.52,1,22.46,1.05,86.95,1.72,0.993225094259195,0.996593540434358
"99",4.16,12,14720.26,1547.46,7756.22,113.76,113.76,623.7,288,601.98,1.66,1,8.83,1.02,16.42,0.33,0.987643410088654,0.999088808166361
"100",6.18,18,29796.48,2307.27,8840.73,246.35,246.35,785.4,288,673.25,2.5,1,13.18,1.03,34.79,0.69,0.952143152272185,0.989631166830706
"101",5.14,15,21625.37,1924.34,8470.09,175.26,175.26,685.89,288,630.18,2.09,1,11.02,1.03,24.04,0.48,0.997636179535617,0.998228732179867
"102",3.14,9,8375.23,1386.74,7040.65,60.31,60.31,587.54,288,579.52,1.39,1,7.57,1.02,12.39,0.25,0.986385990024637,0.980579394557804
"103",9.3,27,72776.91,3560.4,9752.85,644.81,644.81,1049.84,288,771.2,4.52,1,22.43,1.05,86.93,1.72,0.992157315072344,0.997928595074297
"104",8.21,24,50983.72,3087.11,9294.88,438.01,438.01,925.55,288,729.22,3.61,1,18.77,1.04,60.88,1.21,0.989957464107001,0.97698626158034
"105",2.09,6,2897.76,1370.37,6800.22,26.99,26.99,502.55,288,559.32,1.2,1,6.48,1.02,6.23,0.13,0.970942783104723,0.984718349388193
"106",4.16,12,14722.79,1547.46,7774.61,113.78,113.78,650,288,609.99,1.66,1,8.97,1.02,17.61,0.35,0.963548670676699,0.982617843960591
"107",5.14,15,21632.27,1924.32,8483.79,175.25,175.25,716.42,288,640.27,2.08,1,11.15,1.03,25.62,0.51,0.966938995983411,0.981933719434147
"108",7.15,21,38985.1,2678.08,9133.1,332.24,332.24,823,288,691.03,2.96,1,15.42,1.04,43.7,0.87,0.967886637815498,0.994353977848355
"109",6.18,18,29793.25,2307.34,8827.07,246.25,246.25,760.02,288,664.79,2.5,1,13.07,1.03,33.32,0.66,0.97593719575415,0.999615069787529
"110",9.3,27,72770.08,3560.39,9742.49,644.79,644.79,1051.5,288,770.85,4.53,1,22.64,1.05,87.34,1.73,0.996180994958394,0.991292781514927
"111",9.3,27,72778,3560.41,9766.07,644.83,644.83,1064.79,288,775.95,4.5,1,22.37,1.05,88.03,1.74,0.977721236137761,0.99579278104543
"112",9.3,27,72774.67,3560.43,9774.8,645.07,645.07,1085.31,288,781.64,4.5,1,22.47,1.05,89.77,1.78,0.963986558420988,0.992645147836508
"113",6.18,18,29793.11,2307.35,8827.3,246.22,246.22,769.44,288,667.52,2.5,1,13.13,1.03,33.9,0.67,0.969610889208064,0.994251154128112
"114",5.14,15,21628.6,1924.31,8472.52,175.23,175.23,713.13,288,638.17,2.09,1,11.19,1.03,25.5,0.51,0.977422972059971,0.981617969754431
"115",5.14,15,21626.48,1924.34,8474.62,175.22,175.22,685.53,288,630.53,2.09,1,10.99,1.03,24,0.48,0.994577685307716,1.00080319344774
"116",9.3,27,72766.07,3560.39,9746.3,645,645,1067.2,288,775.03,4.53,1,22.77,1.05,88.76,1.76,0.986307950275522,0.986214987829671
"117",5.14,15,21629.11,1924.31,8472.68,175.24,175.24,719.15,288,639.89,2.09,1,11.23,1.03,25.82,0.51,0.973371884486105,0.977311137556649
"118",3.14,9,8373.25,1386.72,7003.29,60.28,60.28,582.56,288,576.67,1.39,1,7.59,1.02,12.22,0.24,1.00198278191042,0.978753140484216
"119",3.14,9,8376.94,1386.75,7084.2,60.33,60.33,571.68,288,576.37,1.39,1,7.43,1.02,11.73,0.23,0.987974927746152,0.996605351924078
"120",5.14,15,21639.15,1924.36,8512.8,175.34,175.34,706.05,288,640.29,2.07,1,10.93,1.03,24.94,0.49,0.953831963711348,0.998070801169874
"121",8.21,24,50992.89,3087.45,9300.2,437.99,437.99,898.93,288,723.58,3.59,1,18.36,1.04,58.56,1.16,0.996284743106726,0.99602682599729
"122",5.14,15,21639.63,1924.35,8513.87,175.36,175.36,708.05,288,640.97,2.07,1,10.94,1.03,25.04,0.5,0.951920579266347,0.99770510747116
"123",9.3,27,72767.2,3560.41,9773.86,644.89,644.89,1101.02,288,785.27,4.5,1,22.7,1.05,91.29,1.81,0.956625740247214,0.983178473190866
"124",4.16,12,14725.72,1547.48,7824.69,113.8,113.8,645.94,288,610.88,1.65,1,8.86,1.02,17.37,0.34,0.949603240428084,0.990412061109495
"125",3.14,9,8379.09,1386.76,7117.09,60.35,60.35,592.33,288,583.73,1.39,1,7.5,1.02,12.54,0.25,0.959873035423472,0.986827643548935
"126",4.16,12,14721.71,1547.46,7774.4,113.78,113.78,628.51,288,604.04,1.66,1,8.83,1.02,16.63,0.33,0.978485361548436,0.99809821721003
"127",1.14,3,5698.05,1352.47,6635.47,7.71,7.71,625,288,570.56,1.29,1,7.03,1.02,18.05,0.28,0.979205776017205,0.976211245874989
"128",5.14,15,21631.3,1924.34,8486.88,175.3,175.3,696.37,288,634.89,2.08,1,11,1.03,24.53,0.49,0.978263554144704,0.996271451796704
"129",9.3,27,72766.28,3560.39,9738.93,645,645,1054.94,288,771.47,4.54,1,22.75,1.05,87.76,1.74,0.996426183490316,0.989273504413813
"130",1.14,3,4026.21,1417.5,6737.81,11.59,11.59,565.25,288,568.1,1.24,1,6.72,1.02,0,0.2,0.952889245367658,0.985305128809436
"131",7.15,21,38986.96,2678.08,9131.64,332.21,332.21,821.01,288,690.1,2.97,1,15.43,1.04,43.59,0.86,0.971106505306319,0.995710856927253
"132",4.16,12,14720.49,1547.45,7737.92,113.76,113.76,650.28,288,608.57,1.66,1,9.03,1.02,17.67,0.35,0.974575073052814,0.976827183421386
"133",8.21,24,50995.51,3087.52,9311.32,438.11,438.11,941.27,288,737.24,3.58,1,18.63,1.04,61.74,1.22,0.964186729934539,0.976661453277271
"134",9.3,27,72777.31,3560.42,9770.23,644.82,644.82,1073.99,288,778.53,4.5,1,22.41,1.05,88.8,1.76,0.971207065101956,0.994637146287771
"135",5.14,15,21629.92,1924.32,8478.85,175.25,175.25,707.83,288,637.33,2.08,1,11.12,1.03,25.19,0.5,0.976051753770133,0.985066961828753
"136",6.18,18,29765.75,2306.89,8809.6,245.96,245.96,754.93,288,661.84,2.51,1,13.11,1.03,33.09,0.66,0.989288828598435,0.999773323964174
"137",7.15,21,38978.84,2678.08,9139.02,332.06,332.06,827.73,288,693.83,2.96,1,15.35,1.04,43.9,0.87,0.956900305802597,0.998490463804006
"138",1.14,3,1747.78,1397.77,6697.92,10.27,10.27,486.28,288,552.57,1.16,1,6.21,1.02,0,0.11,0.974126205671908,0.992260113598893
"139",1.14,3,323.11,1341.25,6703.41,7.04,7.04,449.62,288,545.08,1.1,1,5.83,1.02,9.46,0.08,0.969413823593786,0.999308118828604
"140",2.09,6,3971.11,1388.81,6842.31,30.45,30.45,521.3,288,562.66,1.24,1,6.63,1.02,0,0.15,0.969852609517923,0.992041131515918
"141",9.3,27,72761.99,3560.39,9752.64,644.77,644.77,1085.46,288,779.95,4.52,1,22.89,1.05,90.36,1.79,0.973415818401442,0.978892981920118
"142",8.21,24,50995.31,3087.56,9313.75,437.96,437.96,932.23,288,735.59,3.58,1,18.47,1.04,60.92,1.21,0.965115162480601,0.986467768397749
"143",7.15,21,39019.75,2677.89,9108.84,332.59,332.59,822.17,288,684.92,3,1,15.84,1.04,44.16,0.87,1.00140534651715,0.975829827449242
"144",9.3,27,72768.56,3560.41,9766.97,645,645,1089.15,288,781.91,4.51,1,22.67,1.05,90.34,1.79,0.965721080672065,0.986347495032066
"145",8.21,24,50994.71,3087.54,9316.36,438.12,438.12,927.71,288,735.12,3.57,1,18.36,1.04,60.47,1.2,0.963840152176013,0.990263051517575
"146",7.15,21,39009.31,2677.99,9113.95,332.38,332.38,829.24,288,688.17,2.99,1,15.81,1.04,44.53,0.88,0.990166315987606,0.975213163991588
"147",4.16,12,14724.25,1547.47,7809.04,113.8,113.8,636.56,288,607.66,1.66,1,8.82,1.02,16.96,0.34,0.961815781581327,0.998184136040038
"148",6.18,18,29791.29,2307.43,8820.98,246.2,246.2,769.53,288,666.99,2.51,1,13.17,1.03,33.94,0.67,0.973917075954265,0.99377268031433
"149",6.18,18,29790.49,2307.47,8819.09,246.27,246.27,778.1,288,669.27,2.51,1,13.24,1.03,34.47,0.68,0.969767582222081,0.987822475883697
"150",2.09,6,6665.55,1385.68,6762.4,29.91,29.91,596.91,288,570.4,1.33,1,7.2,1.02,3.45,0.25,0.995110374913124,0.985963529316572
"151",1.14,3,2504.76,1362.86,6606.61,8.19,8.19,511.39,288,551.68,1.18,1,6.4,1.02,9.91,0.15,0.99846468529935,0.982150681794525
"152",6.18,18,29793.33,2307.38,8830.43,246.22,246.22,798.17,288,675.94,2.5,1,13.33,1.03,35.61,0.71,0.951114633198388,0.978244370894751
"153",8.21,24,50997.92,3087.63,9320.04,438,438,947.94,288,741.11,3.57,1,18.55,1.04,62.05,1.23,0.95170663676154,0.979124054120755
"154",9.3,27,72782.76,3560.49,9793.79,645.14,645.14,1090.35,288,784.58,4.47,1,22.16,1.05,89.72,1.78,0.952153417605375,0.9993291030462
"155",9.3,27,72770.72,3560.42,9779.32,644.92,644.92,1099.8,288,785.44,4.49,1,22.58,1.05,91.02,1.8,0.954648787422567,0.985531275063843
"156",3.14,9,8374.91,1386.73,7038.66,60.3,60.3,578.02,288,576.63,1.39,1,7.52,1.02,12.01,0.24,0.9954229510895,0.986831834353938
"157",2.09,6,5909.9,1393.04,6775.54,31.28,31.28,575.86,288,568.6,1.31,1,7.07,1.02,0,0.22,0.98969998379253,0.986115300184649
"158",5.14,15,21626.32,1924.32,8467.72,175.23,175.23,704.61,288,635.27,2.09,1,11.16,1.03,25.06,0.5,0.986478783473437,0.984789597822988
"159",6.18,18,29763.01,2306.74,8802.35,245.95,245.95,749.92,288,659.76,2.51,1,13.12,1.03,32.82,0.65,0.997377726861327,0.999183376369153
"160",7.15,21,39010.53,2677.99,9114.17,332.45,332.45,819.18,288,685.35,2.99,1,15.72,1.04,43.83,0.87,0.995906353596416,0.981955597055709
"161",7.15,21,38987.02,2678.07,9128.95,332.22,332.22,841.32,288,695.27,2.97,1,15.63,1.04,45.04,0.89,0.962477159491754,0.981323794538009
"162",2.09,6,3910.55,1344.83,6775.02,22.41,22.41,552.08,288,565.74,1.23,1,6.71,1.02,22.55,0.2,0.964712296044445,0.980907330300264
"163",8.21,24,50993.8,3087.49,9306.23,438.08,438.08,913.86,288,728.98,3.59,1,18.41,1.04,59.62,1.18,0.982287395543369,0.992485655773632
"164",8.21,24,50994.87,3087.5,9308.07,438.07,438.07,936.26,288,735.17,3.59,1,18.63,1.04,61.41,1.22,0.970083684979544,0.979698962578693
"165",8.21,24,50994.32,3087.53,9319.37,438.05,438.05,922.26,288,734.51,3.57,1,18.23,1.04,59.94,1.19,0.96254727575664,0.997960400531512
"166",3.14,9,8379.14,1386.76,7116.55,60.35,60.35,594.87,288,584.47,1.39,1,7.51,1.02,12.64,0.25,0.957443303251722,0.985176736932332
"167",7.15,21,38995.32,2678.07,9125.4,332.3,332.3,812.5,288,686.13,2.98,1,15.47,1.04,43.13,0.85,0.984809104804043,0.995992850767578
"168",4.16,12,14720.31,1547.46,7758.19,113.76,113.76,622.87,288,601.82,1.66,1,8.82,1.02,16.38,0.32,0.987555143687455,0.999363555498165
"169",8.21,24,50993.23,3087.46,9300.67,438.09,438.09,905.62,288,725.45,3.59,1,18.43,1.04,59.1,1.17,0.992597237214702,0.991659062090473
"170",4.16,12,14723.09,1547.47,7792.88,113.79,113.79,633.39,288,606.14,1.66,1,8.83,1.02,16.83,0.33,0.969239318933888,0.997156030969086
"171",5.14,15,21624.88,1924.33,8466.58,175.21,175.21,692.47,288,631.7,2.09,1,11.08,1.03,24.41,0.48,0.9953113392939,0.99198690159098
"172",2.09,6,6289.43,1389.84,6804.42,30.7,30.7,581.42,288,569.52,1.32,1,7.07,1.02,0.53,0.23,0.985477512433705,0.994362685641977
"173",4.16,12,14719.62,1547.46,7742.42,113.74,113.74,629.61,288,603.07,1.66,1,8.89,1.02,16.71,0.33,0.987637167700586,0.992277486329471
"174",8.21,24,50990.44,3087.33,9302.04,437.94,437.94,932.37,288,732.7,3.6,1,18.71,1.04,61.25,1.21,0.978680080797512,0.977218073813743
